,State,County,PCT_OBESE_ADULTS13,FMRKT16,FFR14,GROC09,GROC14,GROCPTH14,PCT_LACCESS_CHILD15,FFRPTH14,FMRKTPTH16,FFRPTH14,PCT_OBESE_ADULTS08,PCT_DIABETES_ADULTS13,PCT_DIABETES_ADULTS08,CHILDPOVRATE15,PCT_HSPA15
1678,NE,Deuel,30.1,0,1,1,2,1.030927835,4.762076009529938,0.515463918,0.0,0.515463918,28.5,9.7,9.1,18.7,29.700000000000003
1679,NE,Dixon,31.5,0,0,2,2,0.345901072,8.96957188041475,0.0,0.0,0.0,30.8,10.2,8.8,12.2,29.700000000000003
1680,NE,Dodge,32.7,2,25,7,7,0.190507294,7.702706434034014,0.680383192,0.0544114046304105,0.680383192,29.3,10.0,8.7,15.1,29.700000000000003
1681,NE,Douglas,27.8,9,406,86,89,0.163830618,2.9920873777587365,0.747362143,0.0162163623095704,0.747362143,27.7,8.8,7.9,20.0,29.700000000000003
1682,NE,Dundy,35.3,0,1,1,0,0.0,6.772130383546266,0.530222694,0.0,0.530222694,29.9,10.8,10.8,19.2,29.700000000000003
1683,NE,Fillmore,33.4,1,3,6,3,0.529941706,4.657088510528862,0.529941706,0.174825174825175,0.529941706,28.4,10.1,9.1,12.8,29.700000000000003
1684,NE,Franklin,36.7,0,0,2,2,0.650195059,9.999412043443161,0.0,0.0,0.0,28.3,10.6,9.8,19.7,29.700000000000003
1685,NE,Frontier,35.5,1,0,4,4,1.478743068,21.291527149490168,0.0,0.381533765738268,0.0,30.5,9.7,8.9,19.0,29.700000000000003
1686,NE,Furnas,33.9,0,2,4,4,0.818330606,4.744022941485924,0.409165303,0.0,0.409165303,31.2,12.8,10.3,18.4,29.700000000000003
1687,NE,Gage,34.1,3,15,4,5,0.230808291,7.311583417799919,0.692424872,0.137620991788614,0.692424872,30.8,10.9,8.7,15.0,29.700000000000003
1688,NE,Garden,32.6,0,0,1,2,1.046572475,18.55853760930744,0.0,0.0,0.0,29.4,9.9,11.1,27.3,29.700000000000003
1689,NE,Garfield,28.4,1,1,2,1,0.499251123,1.9485534763713421,0.499251123,0.497265042267529,0.499251123,28.3,9.5,9.8,15.5,29.700000000000003
1690,NE,Gosper,34.4,0,1,2,1,0.507614213,15.657315234369959,0.507614213,0.0,0.507614213,28.5,9.9,9.7,16.5,29.700000000000003
1691,NE,Grant,28.3,0,0,1,1,1.615508885,18.72964159306303,0.0,0.0,0.0,29.0,10.4,9.4,6.7,29.700000000000003
1692,NE,Greeley,32.4,0,0,3,2,0.805801773,23.522458634720728,0.0,0.0,0.0,30.6,9.6,10.3,20.1,29.700000000000003
1693,NE,Hall,33.9,2,49,10,10,0.16262278,9.002261455430734,0.796851623,0.0324122842557329,0.796851623,31.9,8.7,8.9,19.5,29.700000000000003
1694,NE,Hamilton,32.5,0,4,2,1,0.109469075,2.9136163939364645,0.4378763,0.0,0.4378763,30.1,7.3,8.1,8.9,29.700000000000003
1695,NE,Harlan,32.1,2,3,1,1,0.286368843,1.1778404610092406,0.859106529,0.575871004894904,0.859106529,27.8,10.8,9.4,17.4,29.700000000000003
1696,NE,Hayes,33.2,0,0,1,1,1.071811361,23.061013423644567,0.0,0.0,0.0,30.8,9.9,9.2,23.8,29.700000000000003
1697,NE,Hitchcock,35.9,0,0,2,2,0.689417442,20.45494367645619,0.0,0.0,0.0,30.1,11.3,9.6,20.4,29.700000000000003
1698,NE,Holt,30.2,0,5,9,7,0.672882822,5.380042852497307,0.480630587,0.0,0.480630587,28.4,8.9,9.8,15.9,29.700000000000003
1699,NE,Hooker,26.6,0,1,1,1,1.373626374,4.150866065237296,1.373626374,0.0,1.373626374,29.6,10.5,10.2,11.5,29.700000000000003
1700,NE,Howard,29.4,0,2,3,2,0.314366551,4.139337292228849,0.314366551,0.0,0.314366551,28.4,9.3,8.1,13.6,29.700000000000003
1701,NE,Jefferson,36.2,1,4,2,2,0.272665303,5.055055982875964,0.545330607,0.13933398355859,0.545330607,29.3,12.1,9.8,17.1,29.700000000000003
1702,NE,Johnson,30.3,0,2,3,1,0.192864031,6.419786023529806,0.385728062,0.0,0.385728062,29.7,9.2,9.9,14.1,29.700000000000003
1703,NE,Kearney,31.1,2,3,3,3,0.45153522,2.847389084946124,0.45153522,0.305250305250305,0.45153522,28.8,8.4,7.9,11.9,29.700000000000003
1704,NE,Keith,27.5,1,8,3,3,0.369412634,4.2038980652334486,0.985100357,0.124719381391868,0.985100357,28.5,9.1,8.8,19.0,29.700000000000003
1705,NE,Keya Paha,29.6,0,0,1,1,1.234567901,21.723301049445023,0.0,0.0,0.0,29.8,10.7,9.7,20.8,29.700000000000003
1706,NE,Kimball,31.4,0,2,1,1,0.269323997,1.4496911429396047,0.538647994,0.0,0.538647994,28.5,10.5,10.1,19.1,29.700000000000003
1707,NE,Knox,31.6,1,1,6,6,0.707380335,1.3888027049258476,0.117896722,0.116672500291681,0.117896722,28.1,10.4,9.5,20.1,29.700000000000003
1708,NE,Lancaster,26.0,7,281,38,50,0.165675376,2.295540217475388,0.931095611,0.0226071173664646,0.931095611,26.2,7.6,7.2,14.1,29.700000000000003
1709,NE,Lincoln,31.7,2,25,7,10,0.27921262,5.499155071488013,0.698031551,0.0562587904360056,0.698031551,31.0,10.3,8.7,16.3,29.700000000000003
1710,NE,Logan,31.1,0,0,1,0,0.0,3.23759086693017,0.0,0.0,0.0,28.6,9.3,9.6,13.3,29.700000000000003
1711,NE,Loup,30.7,0,0,0,0,0.0,19.169198462790508,0.0,0.0,0.0,29.9,11.1,8.5,24.3,29.700000000000003
1712,NE,McPherson,30.5,0,0,1,0,0.0,28.014842545317443,0.0,0.0,0.0,30.8,10.1,8.9,20.0,29.700000000000003
1713,NE,Madison,32.6,3,32,7,8,0.227440723,6.29140502900367,0.909762893,0.0856775667571041,0.909762893,27.4,9.4,8.1,17.6,29.700000000000003
1714,NE,Merrick,32.6,0,4,2,2,0.257532835,9.175244139926233,0.515065671,0.0,0.515065671,30.9,11.1,8.5,15.1,29.700000000000003
1715,NE,Morrill,30.2,1,7,3,3,0.617030029,12.194475321572313,1.439736734,0.208899101733863,1.439736734,28.7,9.2,9.8,20.1,29.700000000000003
1716,NE,Nance,29.8,0,2,2,2,0.56022409,9.122285204692423,0.56022409,0.0,0.56022409,28.4,11.4,9.1,16.5,29.700000000000003
1717,NE,Nemaha,35.5,2,4,4,4,0.557491289,0.48995392476463295,0.557491289,0.286902883373978,0.557491289,29.4,10.0,8.7,15.1,29.700000000000003
1718,NE,Nuckolls,33.5,0,2,2,2,0.457770657,7.938056501617733,0.457770657,0.0,0.457770657,28.5,9.4,9.9,19.4,29.700000000000003
1719,NE,Otoe,33.9,1,8,4,4,0.253212635,3.438323011039606,0.506425271,0.0621851874883403,0.506425271,32.1,11.5,9.5,14.3,29.700000000000003
1720,NE,Pawnee,29.8,0,1,2,1,0.370096225,4.090104151554417,0.370096225,0.0,0.370096225,28.8,10.3,10.3,22.1,29.700000000000003
1721,NE,Perkins,24.5,0,0,1,1,0.345901072,7.309203997667038,0.0,0.0,0.0,26.3,8.6,9.4,13.4,29.700000000000003
1722,NE,Phelps,33.4,1,9,3,3,0.326548384,4.066991045552482,0.979645151,0.107921433196633,0.979645151,29.5,10.0,8.7,13.8,29.700000000000003
1723,NE,Pierce,34.1,1,4,5,4,0.555401277,17.408492926801955,0.555401277,0.139684313451599,0.555401277,30.0,10.7,8.4,11.6,29.700000000000003
1724,NE,Platte,29.3,1,23,6,6,0.183677218,7.435081946474455,0.704096002,0.0304312102492316,0.704096002,29.2,9.4,8.1,11.3,29.700000000000003
1725,NE,Polk,29.5,1,2,4,3,0.569151964,1.2478222485448518,0.379434642,0.192196809532962,0.379434642,30.9,9.0,9.9,10.8,29.700000000000003
1726,NE,Red Willow,31.9,1,11,2,1,0.092021717,11.137510160253187,1.012238888,0.0932661816825219,1.012238888,29.6,8.4,8.7,15.9,29.700000000000003
1727,NE,Richardson,36.7,0,5,2,2,0.246062992,5.200252753992766,0.61515748,0.0,0.61515748,31.4,9.8,9.4,19.8,29.700000000000003
1728,NE,Rock,30.3,1,0,1,1,0.693000693,5.669819972013553,0.0,0.719424460431655,0.0,29.3,11.3,10.3,18.3,29.700000000000003
1729,NE,Saline,33.0,0,7,7,4,0.280662363,4.152801977953211,0.491159136,0.0,0.491159136,31.2,8.5,7.9,13.3,29.700000000000003
1730,NE,Sarpy,30.6,2,117,14,14,0.081304118,5.9035754275679935,0.679470129,0.0111717488814286,0.679470129,28.4,8.4,6.8,7.5,29.700000000000003
1731,NE,Saunders,28.6,3,8,6,7,0.334624026,4.504064984373576,0.382427458,0.142599106378933,0.382427458,28.9,8.6,8.3,11.3,29.700000000000003
1732,NE,Scotts Bluff,33.9,3,36,6,8,0.219388455,1.8458260489363023,0.987248046,0.0823677996815112,0.987248046,31.1,10.5,10.1,22.8,29.700000000000003
1733,NE,Seward,29.4,1,10,5,5,0.29154519,2.508725063129474,0.583090379,0.0578569775514927,0.583090379,27.8,7.7,8.3,7.6,29.700000000000003
1734,NE,Sheridan,30.2,2,5,5,6,1.140901312,7.359482707538764,0.950751093,0.382116927779901,0.950751093,28.3,11.3,9.8,23.4,29.700000000000003
1735,NE,Sherman,33.1,1,0,2,1,0.325309044,18.460618276496415,0.0,0.327439423706614,0.0,30.0,10.7,9.3,18.9,29.700000000000003
1736,NE,Sioux,32.3,0,0,0,1,0.767459708,13.349114438321585,0.0,0.0,0.0,29.3,8.2,8.3,20.5,29.700000000000003
1737,NE,Stanton,34.3,0,1,1,1,0.164771791,15.88193607439225,0.164771791,0.0,0.164771791,31.6,9.5,7.5,12.0,29.700000000000003
1738,NE,Thayer,30.2,3,1,4,4,0.764818356,3.6707344656377776,0.191204589,0.588119976475201,0.191204589,30.0,10.2,10.0,14.9,29.700000000000003
1739,NE,Thomas,32.8,0,0,1,1,1.455604076,22.86004339543972,0.0,0.0,0.0,30.1,10.0,9.0,17.8,29.700000000000003
1740,NE,Thurston,41.8,0,3,1,1,0.14349261,5.659452175762998,0.43047783,0.0,0.43047783,32.4,16.8,10.1,35.6,29.700000000000003
1741,NE,Valley,32.3,1,3,3,3,0.713606089,5.093557928757019,0.713606089,0.239005736137667,0.713606089,29.4,11.6,9.6,16.2,29.700000000000003
1742,NE,Washington,31.5,1,9,2,2,0.098726429,0.6229013472052486,0.444268931,0.0485366208804543,0.444268931,28.6,8.0,7.9,8.4,29.700000000000003
1743,NE,Wayne,29.6,1,9,4,2,0.212066589,1.7853564078481918,0.95429965,0.106780565936999,0.95429965,29.7,6.6,6.9,11.6,29.700000000000003
1744,NE,Webster,32.9,1,1,2,2,0.546746856,13.20931624318977,0.273373428,0.277546489036914,0.273373428,29.6,10.2,10.9,14.8,29.700000000000003
1745,NE,Wheeler,28.1,0,0,0,0,0.0,24.572126919147433,0.0,0.0,0.0,28.5,9.3,8.3,18.4,29.700000000000003
1746,NE,York,33.6,1,14,3,3,0.215563699,4.78513880517067,1.005963929,0.0724952878062926,1.005963929,32.0,8.4,9.0,14.2,29.700000000000003
1747,NV,Churchill,25.5,3,17,2,2,0.083371545,6.6062731870672105,0.708658135,0.123977188197372,0.708658135,25.8,9.5,8.3,19.3,28.599999999999994
1748,NV,Clark,27.8,11,1706,267,230,0.111128237,2.6325276323617914,0.824281616,0.00510283606350526,0.824281616,26.0,9.2,8.6,22.6,28.599999999999994
1749,NV,Douglas,21.4,3,35,5,5,0.10518344,9.838201875341682,0.736284079,0.0624739691795085,0.736284079,21.1,8.0,7.0,15.2,28.599999999999994
1750,NV,Elko,30.3,1,39,10,11,0.208467574,8.074768892692102,0.739112307,0.019168839135102,0.739112307,29.8,8.1,7.3,12.6,28.599999999999994
1751,NV,Esmeralda,25.5,0,0,1,1,1.216545012,16.347381826707153,0.0,0.0,0.0,25.0,10.6,11.2,20.7,28.599999999999994
1752,NV,Eureka,27.2,1,2,2,1,0.495540139,24.207347772993355,0.991080278,0.521648408972353,0.991080278,26.5,8.6,7.8,12.0,28.599999999999994
1753,NV,Humboldt,25.7,1,11,4,4,0.231494878,8.075689865774018,0.636610915,0.0593753710960694,0.636610915,29.9,6.8,6.8,15.0,28.599999999999994
1754,NV,Lander,30.4,0,2,2,2,0.332834082,3.623762195432745,0.332834082,0.0,0.332834082,29.2,7.8,8.0,14.4,28.599999999999994
1755,NV,Lincoln,25.9,3,1,4,3,0.578703704,20.20588066408438,0.192901235,0.593471810089021,0.192901235,26.2,9.5,11.3,17.8,28.599999999999994
1756,NV,Lyon,29.8,3,19,5,4,0.077236479,6.01336754042224,0.366873274,0.0564132458301209,0.366873274,28.6,9.3,7.3,22.6,28.599999999999994
1757,NV,Mineral,28.0,1,2,1,1,0.222222222,15.514953987183718,0.444444444,0.224769611148573,0.444444444,29.4,11.2,12.1,33.6,28.599999999999994
1758,NV,Nye,31.5,0,27,7,7,0.165555083,8.50803729088067,0.638569604,0.0,0.638569604,30.2,12.5,10.2,28.6,28.599999999999994
1759,NV,Pershing,31.1,0,4,1,1,0.149298298,3.1423011282140383,0.597193192,0.0,0.597193192,33.2,7.8,7.0,19.9,28.599999999999994
1760,NV,Storey,26.9,1,0,0,0,0.0,1.1844138119444065,0.0,0.246852628980499,0.0,25.8,11.1,7.3,13.1,28.599999999999994
1761,NV,Washoe,21.8,8,332,65,60,0.136339467,5.547094821815158,0.754411718,0.0176360622200275,0.754411718,21.6,7.1,6.7,18.3,28.599999999999994
1762,NV,White Pine,28.7,1,4,3,3,0.298983456,8.123394475483758,0.398644608,0.103284445362528,0.398644608,34.5,9.2,8.4,19.3,28.599999999999994
1763,NV,Carson City,24.6,2,49,12,9,0.165070981,3.696180779351721,0.898719783,0.0365350188155347,0.898719783,23.7,8.2,7.6,23.1,28.599999999999994
1764,NH,Belknap,31.3,16,48,15,10,0.165823729,2.9755010665768373,0.795953901,0.263248819493575,0.795953901,25.9,10.6,8.5,13.5,22.299999999999997
1765,NH,Carroll,25.2,7,46,17,16,0.337559864,0.2934426147600548,0.970484609,0.148025967984098,0.970484609,21.9,10.1,8.5,17.7,22.299999999999997
1766,NH,Cheshire,27.4,5,48,21,14,0.183932208,2.9376843930001293,0.630624713,0.0659856943014754,0.630624713,28.0,9.0,8.1,14.0,22.299999999999997
1767,NH,Coos,30.5,3,24,13,10,0.315925821,2.6339688524077114,0.758221969,0.0936358812697026,0.758221969,28.8,12.3,9.6,23.4,22.299999999999997
1768,NH,Grafton,25.3,8,77,32,28,0.312297843,1.8667509715769428,0.858819068,0.0900009000090001,0.858819068,23.0,8.8,7.6,14.9,22.299999999999997
1769,NH,Hillsborough,28.5,16,289,65,70,0.172761017,7.946889051833295,0.7132562,0.0392386716728672,0.7132562,26.4,9.1,7.7,10.2,22.299999999999997
1770,NH,Merrimack,29.5,14,107,25,21,0.142691155,4.487269913715675,0.72704541,0.0942240648261566,0.72704541,25.0,9.1,7.6,10.7,22.299999999999997
1771,NH,Rockingham,26.1,14,273,44,49,0.162995932,8.858154293845974,0.908120191,0.0461663770276108,0.908120191,24.7,9.1,7.4,6.5,22.299999999999997
1772,NH,Strafford,29.1,10,87,20,22,0.175153658,3.7955543439002946,0.6926531,0.0784756882317858,0.6926531,27.4,10.5,8.3,13.6,22.299999999999997
1773,NH,Sullivan,28.8,3,18,7,6,0.139201448,3.2693110450140823,0.417604343,0.0697609524695377,0.417604343,26.8,10.2,8.1,17.5,22.299999999999997
1774,NJ,Atlantic,27.6,5,208,84,87,0.316123383,6.992564173252133,0.755789237,0.0184507972589496,0.755789237,26.5,11.3,10.0,21.9,
1775,NJ,Bergen,21.5,12,762,249,257,0.275286748,2.5723103868195567,0.816219852,0.0127774979742342,0.816219852,20.8,8.0,8.8,8.6,
1776,NJ,Burlington,28.0,8,310,72,71,0.15787531,8.770970922247946,0.689314732,0.0178061092760926,0.689314732,26.2,9.5,9.0,10.0,
1777,NJ,Camden,30.2,12,344,143,156,0.305261057,5.117964275243986,0.673139767,0.0235224933842987,0.673139767,26.8,10.4,9.4,19.6,
1778,NJ,Cape May,27.9,5,170,38,40,0.419533479,7.117381697071383,1.783017285,0.052949274594938,1.783017285,24.8,11.0,9.7,18.1,
1779,NJ,Cumberland,34.5,2,100,40,37,0.235086315,6.267625281958604,0.635368418,0.0130041548274674,0.635368418,29.6,11.6,9.2,25.5,
1780,NJ,Essex,28.7,11,552,328,382,0.480066556,1.8754755422507268,0.69370874,0.013803246021528,0.69370874,26.1,10.7,9.8,24.1,
1781,NJ,Gloucester,30.3,1,171,49,41,0.140917199,10.77235789294941,0.58772783,0.00342079157116957,0.58772783,25.6,11.3,9.6,9.8,
1782,NJ,Hudson,23.9,8,506,247,269,0.402023568,0.09779131538747751,0.756222772,0.0117997058923306,0.756222772,24.1,7.4,8.1,27.0,
1783,NJ,Hunterdon,22.3,5,99,22,26,0.206239539,5.383322719724003,0.785296707,0.0401039494369406,0.785296707,19.8,7.0,6.9,4.6,
1784,NJ,Mercer,24.6,14,280,116,130,0.349897857,5.7543131952060085,0.753626153,0.0377335097824124,0.753626153,24.0,9.6,8.7,15.2,
1785,NJ,Middlesex,25.0,7,655,222,222,0.265455933,5.432606008570404,0.783214576,0.00836247256810338,0.783214576,23.7,9.8,8.3,10.8,
1786,NJ,Monmouth,23.2,10,530,159,162,0.25743748,8.088674329897268,0.842233731,0.0159783716760992,0.842233731,21.7,8.9,8.5,10.0,
1787,NJ,Morris,21.0,13,413,99,105,0.210114723,8.574090047016714,0.826451242,0.0260822634589495,0.826451242,20.8,7.9,7.1,5.8,
1788,NJ,Ocean,28.1,12,411,105,104,0.177383289,8.628102847237495,0.701005115,0.0202532671051499,0.701005115,25.8,11.2,9.4,18.9,
1789,NJ,Passaic,25.7,6,331,229,245,0.481472165,2.858979128529486,0.650478721,0.0118123025130674,0.650478721,23.7,8.3,9.0,26.3,
1790,NJ,Salem,33.9,1,34,15,14,0.216333153,3.169558672517879,0.525380515,0.0157639195409547,0.525380515,29.7,11.7,9.4,18.5,
1791,NJ,Somerset,22.6,6,263,65,74,0.222510885,9.497189955972193,0.790815713,0.0179774742247963,0.790815713,22.3,8.4,7.5,7.0,
1792,NJ,Sussex,26.2,3,75,27,31,0.213927361,9.279308317570296,0.517566197,0.0210493818498197,0.517566197,26.9,8.6,7.8,7.0,
1793,NJ,Union,24.7,6,366,148,163,0.294788394,2.382442830474223,0.661917499,0.0107985529938988,0.661917499,22.2,7.8,8.2,15.7,
1794,NJ,Warren,28.8,4,75,29,28,0.261885388,6.3296045252902235,0.701478717,0.0375174690715364,0.701478717,27.5,9.2,8.1,10.7,
1795,NM,Bernalillo,21.5,8,558,77,75,0.111020485,5.136478740336707,0.825992412,0.0118176594239186,0.825992412,19.9,7.4,5.7,25.0,30.900000000000006
1796,NM,Catron,20.3,0,0,3,2,0.562429696,15.838926216013876,0.0,0.0,0.0,18.8,10.2,7.6,44.9,30.900000000000006
1797,NM,Chaves,29.2,1,42,7,7,0.106257021,7.644922698875406,0.637542123,0.0153181581446647,0.637542123,28.0,9.2,7.9,28.8,30.900000000000006
1798,NM,Cibola,31.2,0,14,3,3,0.109693225,9.779695868686032,0.511901715,0.0,0.511901715,29.0,13.4,11.3,37.9,30.900000000000006
1799,NM,Colfax,22.0,2,16,4,3,0.23659306,11.551405549820291,1.261829653,0.163225332571615,1.261829653,17.8,9.2,7.0,29.8,30.900000000000006
1800,NM,Curry,30.5,1,34,3,4,0.078479076,11.375626656458927,0.667072142,0.0198886237072395,0.667072142,26.2,7.9,8.5,29.3,30.900000000000006
1801,NM,De Baca,22.9,0,1,1,1,0.547945205,3.325608359352957,0.547945205,0.0,0.547945205,23.9,9.8,8.0,32.6,30.900000000000006
1802,NM,Doña Ana,23.6,5,126,24,21,0.098279638,11.163399033403287,0.58967783,0.0233419075940562,0.58967783,25.1,7.4,6.1,38.8,30.900000000000006
1803,NM,Eddy,31.2,1,37,6,6,0.106392411,9.421053870783908,0.656086532,0.0173547838461672,0.656086532,28.8,9.7,9.2,17.1,30.900000000000006
1804,NM,Grant,21.8,2,22,6,5,0.171844927,7.452586592303144,0.756117679,0.0707213578500707,0.756117679,20.7,9.7,7.3,30.1,30.900000000000006
1805,NM,Guadalupe,27.3,0,1,1,0,0.0,6.788453600352698,0.223813787,0.0,0.223813787,22.6,8.4,6.1,31.6,30.900000000000006
1806,NM,Harding,22.9,0,0,1,1,1.464128843,12.320725587303901,0.0,0.0,0.0,22.4,10.3,7.9,20.9,30.900000000000006
1807,NM,Hidalgo,22.9,0,3,3,2,0.438596491,8.78551144432446,0.657894737,0.0,0.657894737,21.8,9.0,6.6,35.4,30.900000000000006
1808,NM,Lea,33.8,0,44,7,9,0.128573265,4.523175507420582,0.628580408,0.0,0.628580408,28.8,8.0,7.7,18.3,30.900000000000006
1809,NM,Lincoln,19.9,4,20,3,3,0.152237897,6.721714700881544,1.014919314,0.205877811518864,1.014919314,19.9,7.9,6.1,32.3,30.900000000000006
1810,NM,Los Alamos,19.9,1,10,2,3,0.169664065,11.066436634174597,0.565546884,0.0551055270843666,0.565546884,19.3,7.0,5.6,4.1,30.900000000000006
1811,NM,Luna,24.3,0,19,2,2,0.081060268,6.295284504085476,0.770072549,0.0,0.770072549,25.6,10.6,7.8,41.2,30.900000000000006
1812,NM,McKinley,35.1,2,50,13,12,0.161947691,18.985902967199685,0.674782045,0.0266940725811833,0.674782045,35.0,13.6,12.0,39.2,30.900000000000006
1813,NM,Mora,22.6,1,1,2,1,0.217770035,4.983724737002397,0.217770035,0.22202486678508,0.217770035,20.2,11.3,6.3,35.5,30.900000000000006
1814,NM,Otero,25.1,6,33,7,7,0.107556621,8.419564076677617,0.507052641,0.0917290934107935,0.507052641,24.9,9.5,7.6,33.6,30.900000000000006
1815,NM,Quay,32.0,1,8,2,2,0.235266439,3.6041113803645395,0.941065757,0.119545726240287,0.941065757,27.5,9.6,7.8,35.7,30.900000000000006
1816,NM,Rio Arriba,24.5,3,20,6,4,0.100560625,11.156349494913009,0.502803127,0.0749250749250749,0.502803127,22.9,8.8,6.4,30.6,30.900000000000006
1817,NM,Roosevelt,26.9,1,8,1,1,0.0511876,8.545394042683412,0.40950041,0.0524054082381302,0.40950041,25.9,9.4,5.2,26.6,30.900000000000006
1818,NM,Sandoval,23.8,7,63,11,13,0.094471252,9.771700179350795,0.45782222,0.0492870973420172,0.45782222,23.3,8.0,6.3,15.7,30.900000000000006
1819,NM,San Juan,31.7,3,94,9,9,0.072706709,10.669579637274229,0.759381185,0.0260690482190495,0.759381185,28.1,10.0,8.4,23.5,30.900000000000006
1820,NM,San Miguel,22.6,2,15,5,3,0.106236057,11.01105216533947,0.531180283,0.0720461095100865,0.531180283,20.2,8.8,6.6,35.9,30.900000000000006
1821,NM,Santa Fe,13.7,5,109,21,28,0.188979779,6.9947684231511404,0.735671283,0.0336358315786641,0.735671283,12.9,4.7,4.0,18.6,30.900000000000006
1822,NM,Sierra,21.0,1,6,2,2,0.176600442,7.888114735924258,0.529801325,0.0893575194352605,0.529801325,22.9,10.1,7.9,43.6,30.900000000000006
1823,NM,Socorro,26.3,2,11,3,2,0.11554015,9.723373047529497,0.635470826,0.117460503905562,0.635470826,25.1,10.4,8.0,40.7,30.900000000000006
1824,NM,Taos,17.4,4,26,7,7,0.211582638,8.25282595888651,0.78587837,0.120973839407228,0.78587837,16.1,7.7,6.1,32.0,30.900000000000006
1825,NM,Torrance,26.1,1,7,5,2,0.128114791,9.311127604080022,0.448401768,0.0653509345183636,0.448401768,23.0,9.9,6.1,36.7,30.900000000000006
1826,NM,Union,27.0,1,3,1,1,0.232720503,5.857995681749352,0.698161508,0.23906287353574,0.698161508,22.3,9.5,6.6,26.3,30.900000000000006
1827,NM,Valencia,26.6,2,48,11,8,0.105517232,13.735685166019799,0.633103394,0.0264459312934705,0.633103394,26.5,9.0,7.3,27.0,30.900000000000006
1828,NY,Albany,25.4,16,324,82,104,0.337474973,5.6814947069185475,1.05136434,0.0518057543241616,1.05136434,25.7,9.8,7.5,16.4,23.299999999999997
1829,NY,Allegany,29.6,6,18,14,13,0.272331155,0.6366396726219916,0.377073906,0.127450772139261,0.377073906,26.3,9.3,8.6,25.6,23.299999999999997
1830,NY,Bronx,30.4,41,934,971,1255,0.872643428,0.014961743964811912,0.649441404,0.0281647569587558,0.649441404,28.4,12.3,9.5,42.6,23.299999999999997
1831,NY,Broome,27.3,8,155,37,43,0.217888107,2.537656986567223,0.785410618,0.0409554916194825,0.785410618,28.1,9.9,8.8,23.2,23.299999999999997
1832,NY,Cattaraugus,28.1,4,49,21,20,0.254452926,1.6726961054993712,0.623409669,0.0514952946174543,0.623409669,29.0,9.3,9.3,26.1,23.299999999999997
1833,NY,Cayuga,30.6,6,53,14,11,0.139553176,1.391615918424687,0.672392576,0.0770604025121691,0.672392576,24.7,10.0,8.2,20.3,23.299999999999997
1834,NY,Chautauqua,29.6,8,97,34,30,0.22718151,3.1250909779462663,0.73455355,0.0617741536940944,0.73455355,30.0,9.9,8.8,28.2,23.299999999999997
1835,NY,Chemung,29.1,4,62,11,15,0.170901219,4.507129958241686,0.706391706,0.046338129329719,0.706391706,26.4,9.4,9.6,23.2,23.299999999999997
1836,NY,Chenango,30.3,5,26,11,11,0.222554931,0.9596753731461181,0.526038927,0.102925132258795,0.526038927,25.8,10.2,8.1,23.3,23.299999999999997
1837,NY,Clinton,30.3,6,44,22,20,0.24500196,5.154849750294016,0.539004312,0.0740073760684815,0.539004312,25.6,9.9,7.8,22.3,23.299999999999997
1838,NY,Columbia,25.0,8,37,23,22,0.35414185,3.1842842367131357,0.595602202,0.131171194805621,0.595602202,26.2,10.6,8.3,19.4,23.299999999999997
1839,NY,Cortland,26.8,4,42,12,7,0.142787206,2.628757121084604,0.856723238,0.0832119825254837,0.856723238,27.6,8.3,7.7,20.0,23.299999999999997
1840,NY,Delaware,27.9,9,26,13,12,0.257615766,0.44822878894680906,0.558167493,0.197702260395844,0.558167493,26.5,10.8,8.4,27.1,23.299999999999997
1841,NY,Dutchess,25.9,14,244,99,94,0.316947592,7.394790969983125,0.822715027,0.0475425590801194,0.822715027,26.7,9.6,8.3,12.9,23.299999999999997
1842,NY,Erie,26.7,23,770,234,303,0.328336051,4.575203393262404,0.834385345,0.0249716083670088,0.834385345,26.7,9.4,10.1,24.3,23.299999999999997
1843,NY,Essex,27.3,10,23,21,18,0.465368805,1.1930002266327508,0.594637917,0.262453414518923,0.594637917,25.2,9.7,8.1,19.3,23.299999999999997
1844,NY,Franklin,30.3,8,23,14,13,0.253599157,3.6724082847654023,0.448675432,0.158701819119602,0.448675432,27.8,9.6,8.4,26.2,23.299999999999997
1845,NY,Fulton,30.1,3,41,11,11,0.203308382,2.0457668838041636,0.757785787,0.0557330757226722,0.757785787,27.4,10.1,8.4,26.9,23.299999999999997
1846,NY,Genesee,26.8,4,38,9,10,0.169027416,0.9453443324610745,0.642304182,0.0683971136418043,0.642304182,28.2,9.3,9.2,19.4,23.299999999999997
1847,NY,Greene,27.9,4,39,11,13,0.271019659,3.398961994876252,0.813058978,0.0841963458785889,0.813058978,26.8,9.5,8.4,24.3,23.299999999999997
1848,NY,Hamilton,26.1,2,4,3,4,0.84835631,7.912992892568694,0.84835631,0.440334654337296,0.84835631,25.1,11.0,10.3,19.4,23.299999999999997
1849,NY,Herkimer,29.6,5,50,14,13,0.203940763,4.045295813502379,0.78438755,0.0798556210371648,0.78438755,28.6,9.2,8.8,20.3,23.299999999999997
1850,NY,Jefferson,28.4,16,101,26,31,0.260278918,5.054015155457089,0.848005508,0.140343490693472,0.848005508,27.6,9.4,7.5,21.1,23.299999999999997
1851,NY,Kings,22.7,46,1994,1804,2429,0.926465209,0.003338970411981703,0.76054822,0.0174961489454767,0.76054822,24.4,10.3,9.1,31.5,23.299999999999997
